ImageID,ans
cbc5c6e168e63498590db46022617123f1fe1268.jpg,"[0.18499571 0.02630074 0.10865536 0.15013842 0.00848869 0.03365111
 0.03949978 0.0242404  0.00631726 0.05576278 0.04860638 0.1061975
 0.12379142 0.03225802 0.02257311 0.00887854 0.00221142 0.01743339]"
0e72482bf56b3581c081f7da2a6180b8792c7089.jpg,"[0.12604168 0.01468348 0.09454624 0.19852369 0.00115413 0.00643588
 0.11138661 0.01779576 0.03846085 0.0495522  0.04774352 0.02901954
 0.03658994 0.02422062 0.13726479 0.00764972 0.0440301  0.01490126]"
b549040c49190cedc41327748aeb197c1670f14d.jpg,"[0.27127615 0.00251811 0.07724044 0.04758627 0.00457654 0.04095333
 0.17210688 0.02962937 0.02734097 0.03926891 0.04789932 0.02931008
 0.06060888 0.02108025 0.05801692 0.02359975 0.00754887 0.03943888]"
4f9cb2a045c6d5b9e50ad3459ea7b791eb6e18bc.jpg,"[0.01265324 0.01577373 0.13235554 0.15159549 0.00512281 0.01158132
 0.06139976 0.01296843 0.00398588 0.1659491  0.00537372 0.24106166
 0.07160235 0.00493096 0.08489184 0.01323267 0.00335454 0.00216689]"
248428d9a4a5b6229a7081c32851b90cb8d38d0c.jpg,"[0.04431399 0.01452728 0.03156619 0.02240185 0.02552307 0.01629017
 0.06250986 0.0496737  0.02683046 0.02008606 0.00427576 0.22022137
 0.0562409  0.00096314 0.27096584 0.01372858 0.03925312 0.08062867]"
7953c2e6e983bad91b89a0e4ad7eb69e6e43e56b.jpg,"[0.05056283 0.02216247 0.1626661  0.07948322 0.04480157 0.03212745
 0.19461094 0.06451976 0.01389971 0.04658577 0.00277919 0.02823483
 0.07321459 0.0439064  0.0204746  0.0273405  0.0300096  0.06262043]"
1903db7dcc1262d0441677afa422e6a8371e5b37.jpg,"[0.09891374 0.01686963 0.13626468 0.20412153 0.00886475 0.00696314
 0.09431399 0.00596912 0.01164782 0.01086001 0.01380791 0.00753591
 0.01495781 0.09585365 0.10865506 0.02819001 0.01313169 0.12307955]"
441419a874f4d031cd576850b68539ca7d35bedf.jpg,"[0.11009215 0.00583501 0.10781042 0.01527971 0.0632574  0.04710047
 0.15480219 0.12143741 0.03775611 0.0482793  0.03486019 0.02647616
 0.02077707 0.08469401 0.00547014 0.00457196 0.0775086  0.03399168]"
388856cd1ef99b1918273a827a75f2aff2478321.jpg,"[0.03908475 0.00164724 0.08592127 0.01062803 0.01783892 0.01737293
 0.26364145 0.02184295 0.01471078 0.21854834 0.01394791 0.01576062
 0.04759714 0.10514642 0.03332638 0.00519625 0.07925302 0.00853567]"
795ba8ccc769a3f9da6a897f75df6706b729345b.jpg,"[0.01406786 0.02024179 0.08239157 0.00894368 0.02780944 0.00795877
 0.10465251 0.06885166 0.08066345 0.1712086  0.15033849 0.04066884
 0.05683518 0.02275267 0.05549061 0.04252401 0.00796079 0.03664009]"
9028e8c54f80096bf4e43390caf003f64c90e5ce.jpg,"[0.15375938 0.0220523  0.03319091 0.1034163  0.01768345 0.07358691
 0.05474181 0.02188033 0.01122414 0.01275984 0.02180277 0.03400923
 0.10854062 0.04621951 0.1577615  0.01342198 0.01359029 0.10035875]"
78900cfc8a2bb5cb69c60bdef92b173a8a48c8ec.jpg,"[0.35531092 0.00277187 0.11929442 0.05901397 0.03454377 0.00394594
 0.02137646 0.0073897  0.07563388 0.1875257  0.00917513 0.01577301
 0.01536862 0.00203826 0.04431894 0.00620081 0.03129058 0.00902796]"
cba23bf8b02a8ddc470db8799fef62220819737e.jpg,"[0.04460721 0.02663833 0.24887669 0.00607953 0.06510475 0.00271288
 0.07374334 0.14128616 0.01430582 0.02440355 0.0410068  0.01124519
 0.10151104 0.04691142 0.09293421 0.00165397 0.05575721 0.00122199]"
d3921eae9f9a45d89f0bd1ea0e71354178481245.jpg,"[0.10973345 0.02180114 0.15668528 0.01924046 0.04162108 0.02088637
 0.0176162  0.11915787 0.08591302 0.12533884 0.02967634 0.05698287
 0.01135798 0.01733313 0.07142999 0.02679636 0.02988245 0.03854721]"
4d796a1ccf67a49c465e2b6b79a2caf8228adbca.jpg,"[0.03969127 0.00713212 0.08731564 0.02038426 0.03595734 0.01071054
 0.4958598  0.06098313 0.00659886 0.03101729 0.00433324 0.02856338
 0.13835137 0.00846907 0.00992898 0.00730037 0.00200776 0.00539569]"
69ad31adcc3e6e8de7af886e970233fa61699045.jpg,"[0.04316039 0.014804   0.19043277 0.01303143 0.01300267 0.02122693
 0.12017234 0.01923481 0.02667358 0.01783    0.00136764 0.06251805
 0.01859812 0.02237071 0.26551166 0.00979594 0.09307032 0.04719866]"
b1b1aa65544324d9ebc89b3deb4a714f4d1d7ea3.jpg,"[5.0014418e-02 3.9490624e-03 3.6950253e-02 1.2884003e-02 5.6085520e-04
 3.7844297e-03 1.7543647e-02 4.5796251e-03 7.6165712e-03 1.1234635e-02
 8.6643156e-03 3.4447506e-02 3.0659510e-02 6.3216589e-02 6.5273106e-01
 3.9135895e-04 5.5588078e-02 5.1840581e-03]"
6aa8e1282c5303e18101e3dede784dd1f5c076a0.jpg,"[0.03699804 0.00430705 0.04859204 0.0092388  0.05280462 0.00714704
 0.16456416 0.01933041 0.00623374 0.101307   0.07311795 0.05651541
 0.03189137 0.06502061 0.20495151 0.03865239 0.0319796  0.04734827]"
7665a0a126eec039d2c8baf9c6eedc004738c128.jpg,"[0.09268607 0.00191513 0.02402818 0.10306346 0.00386755 0.03579051
 0.15764914 0.00883761 0.00666298 0.05774692 0.00160829 0.01115054
 0.04825149 0.01159866 0.24188337 0.01370561 0.17356274 0.0059918 ]"
91598d7dad0122459e004ecd8a4e745acbd63101.jpg,"[0.05023633 0.01526955 0.15016603 0.07785269 0.0314974  0.01015952
 0.10871589 0.00574787 0.04345803 0.19160035 0.00924132 0.04001554
 0.04165088 0.0374173  0.08053282 0.00673468 0.01460446 0.08509931]"
d352bb22eca23e75e710b427ae831a867dd37bfb.jpg,"[0.17187068 0.01941819 0.03898881 0.01708631 0.00513638 0.01081283
 0.08222815 0.03786621 0.03508707 0.02136613 0.01630465 0.24361467
 0.02474511 0.03522891 0.18207446 0.01573469 0.02496851 0.01746833]"
0401671e6a939afe97d6c30bc820fbfe9519286a.jpg,"[0.10639705 0.10659049 0.0289617  0.01006299 0.00977247 0.00294761
 0.01032282 0.00312716 0.01102258 0.03240372 0.00758763 0.26227477
 0.04333739 0.26505107 0.06725425 0.00862361 0.02205192 0.00221067]"
6ed93c0c3aa7ca9f0bb7e6b53a99aaa0a3609d50.jpg,"[0.0907013  0.09940191 0.05733494 0.1296053  0.01053066 0.02329461
 0.02384494 0.0151754  0.01746082 0.03323004 0.01403316 0.08033781
 0.02098063 0.01496302 0.33392668 0.00715818 0.01632346 0.01169712]"
50dda278ed4e5c43ab5a99592808f11027afa240.jpg,"[0.1053649  0.02239145 0.07729784 0.01207924 0.01581029 0.02191664
 0.04931576 0.02892361 0.03172593 0.03140022 0.00589936 0.07523181
 0.0943832  0.00180127 0.39521846 0.01191107 0.00231447 0.01701448]"
5ca8adbab5a39b3c7e725782f98d199202c589dc.jpg,"[0.3584278  0.02605987 0.04323328 0.02405007 0.03341086 0.00847618
 0.15322198 0.00769013 0.00182303 0.00386973 0.00496377 0.06800962
 0.01265485 0.01251186 0.1759923  0.00878718 0.02281716 0.03400031]"
a945a8c50f05708c42839692219bd1963672154a.jpg,"[0.02724157 0.0073044  0.20600297 0.03998606 0.00738968 0.00518845
 0.2747503  0.02926791 0.0063665  0.03318517 0.00246906 0.02561924
 0.24889383 0.00659254 0.05721184 0.0016849  0.00505529 0.01579032]"
359acb7465396d70b6957be3a4cd503a7aa8b5de.jpg,"[0.01050312 0.0204521  0.0291623  0.05968261 0.02408393 0.03400531
 0.04495412 0.07095517 0.00865806 0.09898342 0.01835333 0.4047141
 0.07482182 0.0240279  0.04237523 0.0081787  0.01633635 0.00975245]"
b188cd918519b3dc486ec7a0b04d268f6f262021.jpg,"[3.1076454e-02 2.8558867e-03 3.2448385e-02 3.2300893e-03 3.6779654e-03
 1.7814030e-04 3.5782903e-02 1.4128572e-03 6.2311412e-04 1.5336180e-03
 9.6659065e-04 8.2537550e-03 3.2219796e-03 1.7622963e-03 8.5755491e-01
 3.9223529e-04 2.1855629e-03 1.2843233e-02]"
0abc5c0454095bf4519bd5c1fcbc0924fbce65d2.jpg,"[2.1789683e-02 5.7947640e-03 1.1908207e-02 2.2567947e-01 7.5072428e-04
 1.6407596e-04 4.5577262e-02 3.3853790e-03 1.5298813e-03 9.2043588e-03
 5.8544474e-04 4.7766205e-02 5.2831694e-03 2.3631839e-02 5.2746034e-01
 3.0870677e-04 5.6884784e-02 1.2295783e-02]"
14e53aafa9cc2e32f1dc10b83c5183488e0cb080.jpg,"[0.07428814 0.00479921 0.19797483 0.03294176 0.07322603 0.01848157
 0.02461161 0.01708097 0.03021969 0.06812932 0.0388622  0.09869662
 0.02413844 0.02866533 0.04087524 0.01125875 0.20148177 0.01426846]"
27aaee870ff9b03c23d6b9f163aba027a06032c6.jpg,"[0.02582579 0.00742197 0.13880678 0.03363787 0.00822711 0.02110195
 0.03356688 0.03326861 0.03938586 0.14334992 0.01168924 0.00875204
 0.34956414 0.00369454 0.09645097 0.00188417 0.02197031 0.02140193]"
fa025619390a5097dafb1fe3601dc6dec4644bce.jpg,"[0.01812564 0.01595053 0.17951849 0.03390091 0.0123633  0.02126661
 0.02171342 0.01664656 0.00884222 0.01533943 0.00051171 0.44698346
 0.00457021 0.01957054 0.10135089 0.01251134 0.03342028 0.03741449]"
c9ba7099501f4088602606671dd71fd76a2adee5.jpg,"[0.24894422 0.01623902 0.04906697 0.0079437  0.01166756 0.00966287
 0.02403178 0.21258199 0.02027904 0.01990318 0.04365569 0.02547433
 0.03908468 0.0446664  0.00866093 0.02062828 0.00542686 0.19208252]"
4702037fc73744daef1a4a6253895886f86808b8.jpg,"[0.07621387 0.00167573 0.10569573 0.06590156 0.01691797 0.00918352
 0.23399103 0.04603489 0.09512853 0.13476369 0.0205357  0.03478362
 0.02251747 0.04410777 0.00850781 0.01931381 0.01151317 0.05321411]"
e7d4a815cbf2dd60aaf5f764be67f656cf7e5b19.jpg,"[0.11800694 0.02918048 0.05798516 0.21582718 0.03789034 0.02107464
 0.06199952 0.02754722 0.01872671 0.04072295 0.01673885 0.02583264
 0.04364744 0.02525653 0.19327757 0.02543458 0.01269804 0.02815314]"
c9649b4efc18ea0e1d6e16bd23cb8ccddfaf0d0b.jpg,"[0.18291193 0.0298668  0.12602518 0.03899552 0.00447024 0.02199554
 0.05397142 0.01982214 0.00642039 0.06879061 0.0171728  0.11167271
 0.01084483 0.0115374  0.20447543 0.01288366 0.03697808 0.04116535]"
0906805463eda250aedc1c43e4db25075c1244be.jpg,"[0.02770203 0.00593829 0.17092955 0.01984067 0.00682733 0.03486612
 0.06096074 0.0125745  0.04738772 0.00870145 0.0568357  0.39786026
 0.00363099 0.01301683 0.0151535  0.00819943 0.06206501 0.0475099 ]"
acfb5e9c18ede13e4cdc7da0a15db777a490d782.jpg,"[0.12038814 0.01150469 0.03217935 0.02485588 0.00860044 0.01564376
 0.22201976 0.040978   0.00228649 0.14686751 0.07851052 0.03187597
 0.01291101 0.12984395 0.05086422 0.00909164 0.05785057 0.00372803]"
d67f11372df1ff081aa8437da1acf73419a85782.jpg,"[0.01262269 0.05204616 0.03875868 0.01780764 0.06138288 0.01478919
 0.03692083 0.01300473 0.02977298 0.04817042 0.01042156 0.33416015
 0.13618658 0.01389739 0.11799626 0.05393333 0.00320618 0.00492231]"
53599d652f6253baa02940b895620f147a2327f7.jpg,"[0.062728   0.00844918 0.28521714 0.04723916 0.08366942 0.03231621
 0.05563533 0.11295355 0.00593351 0.03399481 0.03076906 0.08159737
 0.02652489 0.02829332 0.01536658 0.01067515 0.07337136 0.00526591]"
c4b59a685cbb0bf9a275f6f757e509eb47e3b97b.jpg,"[0.05695949 0.08159184 0.03169688 0.23028572 0.01807981 0.00987292
 0.04581107 0.00788964 0.00766263 0.02306501 0.0162525  0.12271617
 0.0153239  0.02879583 0.27363876 0.00333527 0.01376574 0.01325683]"
0da2dac9da3f797adfbdeaed999d54935a0a1020.jpg,"[0.017143   0.00637091 0.15109004 0.02439433 0.09142883 0.00421653
 0.03505702 0.02571606 0.00737358 0.08525565 0.00252455 0.09995046
 0.0706423  0.0104369  0.2648682  0.01169454 0.01534126 0.07649575]"
69a10709d7deff24b620309cab49766fe5054f2c.jpg,"[0.15487567 0.00435712 0.38666278 0.08944989 0.01724522 0.06456252
 0.09375387 0.0018909  0.00105728 0.0026765  0.00410738 0.01692996
 0.01865788 0.01181429 0.02190224 0.00497781 0.07631802 0.02876069]"
4d72365135eb4bee184687ebc0493304b70da612.jpg,"[0.18412864 0.05292744 0.13653457 0.02803133 0.03451813 0.01961193
 0.00601761 0.0550032  0.01823079 0.01559929 0.00053885 0.05313567
 0.05571245 0.05637362 0.09389515 0.00262906 0.12419025 0.06292198]"
c6103af816b1b84dda25210c3f297e69a498735d.jpg,"[0.03684776 0.01322526 0.06160863 0.09982873 0.02824032 0.04833266
 0.11258607 0.05059889 0.00467726 0.02184518 0.00839602 0.1328088
 0.00783774 0.02171644 0.2348041  0.04607973 0.04359549 0.02697095]"
a045a778e75e40e50e3a0d3baa372c527b095bcf.jpg,"[0.21489097 0.01941266 0.07369426 0.08320919 0.00994323 0.00715904
 0.09186585 0.00558009 0.01686742 0.01417062 0.00635438 0.04228072
 0.12598269 0.00731283 0.04306882 0.03746998 0.164676   0.03606129]"
26402638752e33697f3f2b12028853f8f39d7abb.jpg,"[0.00199861 0.01123769 0.01290167 0.02409178 0.01783777 0.00220402
 0.04655869 0.02092421 0.00155297 0.03138822 0.00158931 0.11331736
 0.00412112 0.01202108 0.67029554 0.00943893 0.01729179 0.00122926]"
d22e1488b1e853a1882ba4d5ed0357e872b4dbd2.jpg,"[0.36785755 0.02802665 0.02747638 0.11202455 0.00929199 0.00553574
 0.1431461  0.00127987 0.00430773 0.02952086 0.00519969 0.08449037
 0.02707124 0.05950706 0.04375419 0.01104388 0.02758345 0.01288274]"
954ba125374aa55139e313e3f8d5428ad16d1218.jpg,"[0.03813319 0.00490236 0.53877026 0.01886115 0.1216445  0.0301305
 0.04073468 0.01566293 0.00794873 0.03215963 0.00367166 0.03483598
 0.01180398 0.00864467 0.05249709 0.01852686 0.01075827 0.01031357]"
999d9b0ea9f6e9be5bfe05f9bc1970ae1cb94ae2.jpg,"[0.04598269 0.00274564 0.00662426 0.3549218  0.02044143 0.00216466
 0.02746043 0.00888817 0.01029762 0.03534501 0.00167685 0.18330488
 0.03753763 0.04262835 0.10859413 0.02619329 0.07246808 0.01272505]"
7e210495c2b188be33d5a385f8ce1265b0697935.jpg,"[0.02314247 0.0028121  0.07277751 0.27006522 0.06146219 0.00817738
 0.08085806 0.03019703 0.02339822 0.03245401 0.00595197 0.03609649
 0.02510109 0.12444203 0.05613786 0.01336327 0.03765021 0.09591293]"
52d5422595abce4bfec2a5da7d9ad0918ba79030.jpg,"[0.02875597 0.04182541 0.09712345 0.09549967 0.01178527 0.01041074
 0.03646242 0.12287491 0.05285748 0.0307158  0.03833869 0.02978205
 0.11030748 0.17789051 0.00566914 0.00490002 0.00550584 0.09929512]"
6d2979fe1606e576ee88091de8d6d59aeac5d2b7.jpg,"[0.08613876 0.01048816 0.0976918  0.03741505 0.0047188  0.01130116
 0.01336166 0.0092083  0.02209755 0.00825987 0.00246407 0.16599248
 0.08419699 0.1866596  0.13971022 0.06127592 0.02132871 0.03769089]"
3143f6f6245d690d1350b4982714cdb35c717a66.jpg,"[0.0523993  0.00088533 0.18994878 0.02670163 0.02246562 0.0085046
 0.19827695 0.00364569 0.0052296  0.00632107 0.00986033 0.08297108
 0.01995988 0.00632976 0.02747621 0.00786877 0.3012445  0.02991091]"
f598446f60a9c89e762d59f5d08799e949f7b5d7.jpg,"[0.0601893  0.00454307 0.19372924 0.10553914 0.01195949 0.00692505
 0.021573   0.00023688 0.02883921 0.03988403 0.00783247 0.07749754
 0.0482959  0.04895633 0.22731061 0.01508656 0.07664794 0.02495426]"
beeca5084fcbf1ff137be0155591486630d0989c.jpg,"[0.01597386 0.00651111 0.05171507 0.0311573  0.05251162 0.04567945
 0.19005245 0.00928222 0.0113257  0.01464587 0.00710346 0.4027877
 0.064439   0.02419919 0.02544825 0.00142989 0.01716158 0.02857629]"
382ed31ab97cec6ba52051a1af0686bfd632971a.jpg,"[0.04187822 0.04906872 0.13633032 0.13174078 0.00516656 0.00563772
 0.05724701 0.01485058 0.0243253  0.2399948  0.01254589 0.05099228
 0.03052756 0.10933204 0.03239723 0.00389868 0.03768227 0.01638404]"
5a09856a362270de5770bf6a081a25c5f92a5f42.jpg,"[0.03681274 0.00856985 0.24243289 0.02538513 0.04459513 0.0220425
 0.2438903  0.04242763 0.02004026 0.01786422 0.02625703 0.05267036
 0.0317649  0.01681637 0.10910285 0.02624506 0.02410031 0.00898247]"
46aeff0a8d26d074bf0e2c49bb91194af41ea717.jpg,"[0.01543151 0.00752534 0.1452349  0.02607903 0.02959282 0.0290192
 0.01927756 0.07014673 0.04556347 0.01923751 0.03778448 0.3131623
 0.01520324 0.10664257 0.01923262 0.05709986 0.03618537 0.00758155]"
55b432a274f910906b7d48e766762e9278fbfaa4.jpg,"[0.11038999 0.00394654 0.14176765 0.01308195 0.0273692  0.00175405
 0.11260102 0.00512497 0.01134386 0.02086739 0.01425719 0.03964194
 0.02378174 0.02309153 0.23810077 0.00408804 0.176801   0.0319912 ]"
01ed60df34a15534443de81f062bfcdd9b373f8b.jpg,"[0.02764661 0.02130209 0.05410892 0.2642865  0.00674722 0.00352748
 0.01692611 0.01007948 0.03093486 0.04105033 0.01811517 0.04720664
 0.0347764  0.0209043  0.07815914 0.02516704 0.14425278 0.15480894]"
35fb9aa3d63a0387dbad91e5d01a50a0e3c0bfb6.jpg,"[0.01797565 0.01211377 0.0287752  0.04208155 0.01659556 0.0022156
 0.01165961 0.00224601 0.01206444 0.00151937 0.0008442  0.20895027
 0.05570842 0.00933055 0.46720126 0.00712701 0.01600073 0.08759081]"
d8c5517ee11a8a22388cfca4dc0430f4df35cd75.jpg,"[0.10544951 0.01487486 0.08045148 0.01868072 0.05930821 0.02458967
 0.12178083 0.00405008 0.00692109 0.01333575 0.01726722 0.40056014
 0.02673789 0.01410714 0.06141103 0.00692656 0.02152436 0.00202346]"
7d95e4583e6731b838b2168f2ab87cee756a3d92.jpg,"[0.03058481 0.02246758 0.03835746 0.01709432 0.04257241 0.02456488
 0.01851133 0.21109329 0.02224113 0.02576026 0.28305975 0.02806583
 0.01655962 0.02693682 0.01376547 0.04087421 0.00924311 0.1282477 ]"
